,place_name,place_types,presence_likelihood,datetime,type_1,type_2,type_3,type_4,type_5,type_6,type_7,type_8,type_9,type_10,type_11,type_12,type_4_hours,type_1_day,type_7_days
2071,122nd Street Elementary School,"PRIMARY_SCHOOL,SCHOOL,POINT_OF_INTEREST,ESTABLISHMENT,",0.303535041809082,2010-02-10 13:40:00,PRIMARY_SCHOOL,SCHOOL,POINT_OF_INTEREST,ESTABLISHMENT,0,0,0,0,0,0,0,0,HEALTH,HEALTH,STORE
2070,122nd Street Elementary School,"PRIMARY_SCHOOL,SCHOOL,POINT_OF_INTEREST,ESTABLISHMENT,",0.303535041809082,2010-02-10 13:20:00,PRIMARY_SCHOOL,SCHOOL,POINT_OF_INTEREST,ESTABLISHMENT,0,0,0,0,0,0,0,0,HEALTH,HEALTH,STORE
2069,San Pedro Discount Market,"CONVENIENCE_STORE,FOOD,POINT_OF_INTEREST,STORE,ESTABLISHMENT,",0.6060203170776367,2010-02-10 13:00:00,CONVENIENCE_STORE,FOOD,POINT_OF_INTEREST,STORE,ESTABLISHMENT,0,0,0,0,0,0,0,ELECTRONICS_STORE,ELECTRONICS_STORE,STORE
2068,Living Hope Baptist Church,"CHURCH,PLACE_OF_WORSHIP,POINT_OF_INTEREST,ESTABLISHMENT,",0.2324528694152832,2010-02-10 12:40:00,CHURCH,PLACE_OF_WORSHIP,POINT_OF_INTEREST,ESTABLISHMENT,0,0,0,0,0,0,0,0,ELECTRONICS_STORE,ELECTRONICS_STORE,STORE
2067,Living Hope Baptist Church,"CHURCH,PLACE_OF_WORSHIP,POINT_OF_INTEREST,ESTABLISHMENT,",0.2324528694152832,2010-02-10 12:20:00,CHURCH,PLACE_OF_WORSHIP,POINT_OF_INTEREST,ESTABLISHMENT,0,0,0,0,0,0,0,0,ELECTRONICS_STORE,ELECTRONICS_STORE,STORE
2066,Living Hope Baptist Church,"CHURCH,PLACE_OF_WORSHIP,POINT_OF_INTEREST,ESTABLISHMENT,",0.2324528694152832,2010-02-10 12:00:00,CHURCH,PLACE_OF_WORSHIP,POINT_OF_INTEREST,ESTABLISHMENT,0,0,0,0,0,0,0,0,ELECTRONICS_STORE,ELECTRONICS_STORE,STORE
2065,Living Hope Baptist Church,"CHURCH,PLACE_OF_WORSHIP,POINT_OF_INTEREST,ESTABLISHMENT,",0.2324528694152832,2010-02-10 11:40:00,CHURCH,PLACE_OF_WORSHIP,POINT_OF_INTEREST,ESTABLISHMENT,0,0,0,0,0,0,0,0,GAS_STATION,GAS_STATION,STORE
2064,Fun Diggity,"CAFE,FOOD,POINT_OF_INTEREST,STORE,ESTABLISHMENT,",0.3804261016845703,2010-02-10 11:20:00,CAFE,FOOD,POINT_OF_INTEREST,STORE,ESTABLISHMENT,0,0,0,0,0,0,0,BAR,BAR,STORE
2063,Harriette Shields,"POINT_OF_INTEREST,ESTABLISHMENT,",0.3296824264526367,2010-02-10 11:00:00,POINT_OF_INTEREST,ESTABLISHMENT,0,0,0,0,0,0,0,0,0,0,BAR,BAR,STORE
2062,Coin Laundry,"LAUNDRY,POINT_OF_INTEREST,ESTABLISHMENT,",0.3192243194580078,2010-02-10 10:40:00,LAUNDRY,POINT_OF_INTEREST,ESTABLISHMENT,0,0,0,0,0,0,0,0,0,HEALTH,HEALTH,STORE
2061,Popeyes Louisiana Kitchen,"RESTAURANT,FOOD,POINT_OF_INTEREST,ESTABLISHMENT,",0.06539555072784424,2010-02-10 10:20:00,RESTAURANT,FOOD,POINT_OF_INTEREST,ESTABLISHMENT,0,0,0,0,0,0,0,0,HEALTH,HEALTH,STORE
2060,Mt. Tabor Community Missionary Baptist Church,"CHURCH,PLACE_OF_WORSHIP,POINT_OF_INTEREST,ESTABLISHMENT,",0.2027143096923828,2010-02-10 10:00:00,CHURCH,PLACE_OF_WORSHIP,POINT_OF_INTEREST,ESTABLISHMENT,0,0,0,0,0,0,0,0,HEALTH,HEALTH,STORE
2059,South Bay Villa Preservation,"POINT_OF_INTEREST,ESTABLISHMENT,",0.2855439758300781,2010-02-10 09:40:00,POINT_OF_INTEREST,ESTABLISHMENT,0,0,0,0,0,0,0,0,0,0,HEALTH,HEALTH,STORE
2058,South Bay Villa Preservation,"POINT_OF_INTEREST,ESTABLISHMENT,",0.2855439758300781,2010-02-10 09:20:00,POINT_OF_INTEREST,ESTABLISHMENT,0,0,0,0,0,0,0,0,0,0,HEALTH,HEALTH,STORE
2057,South Bay Villa Preservation,"POINT_OF_INTEREST,ESTABLISHMENT,",0.2855439758300781,2010-02-10 09:00:00,POINT_OF_INTEREST,ESTABLISHMENT,0,0,0,0,0,0,0,0,0,0,HEALTH,HEALTH,STORE
2056,South Bay Villa Preservation,"POINT_OF_INTEREST,ESTABLISHMENT,",0.2855439758300781,2010-02-10 08:40:00,POINT_OF_INTEREST,ESTABLISHMENT,0,0,0,0,0,0,0,0,0,0,HEALTH,HEALTH,STORE
2055,South Bay Villa Preservation,"POINT_OF_INTEREST,ESTABLISHMENT,",0.2855439758300781,2010-02-10 08:20:00,POINT_OF_INTEREST,ESTABLISHMENT,0,0,0,0,0,0,0,0,0,0,RESTAURANT,RESTAURANT,STORE
2054,South Bay Villa Preservation,"POINT_OF_INTEREST,ESTABLISHMENT,",0.2855439758300781,2010-02-10 08:00:00,POINT_OF_INTEREST,ESTABLISHMENT,0,0,0,0,0,0,0,0,0,0,RESTAURANT,RESTAURANT,STORE
2053,San Pedro St & 135th St,"TRANSIT_STATION,POINT_OF_INTEREST,ESTABLISHMENT,",0.1236952686309814,2010-02-10 07:40:00,TRANSIT_STATION,POINT_OF_INTEREST,ESTABLISHMENT,0,0,0,0,0,0,0,0,0,RESTAURANT,RESTAURANT,STORE
2052,South Bay Villa Preservation,"POINT_OF_INTEREST,ESTABLISHMENT,",0.2514113235473633,2010-02-10 07:20:00,POINT_OF_INTEREST,ESTABLISHMENT,0,0,0,0,0,0,0,0,0,0,RESTAURANT,RESTAURANT,STORE
2051,Liquorama Market,"LIQUOR_STORE,POINT_OF_INTEREST,STORE,ESTABLISHMENT,",0.1672793769836426,2010-02-10 07:00:00,LIQUOR_STORE,POINT_OF_INTEREST,STORE,ESTABLISHMENT,0,0,0,0,0,0,0,0,RESTAURANT,RESTAURANT,STORE
2050,ARCO,"GAS_STATION,POINT_OF_INTEREST,ESTABLISHMENT,",0.229836311340332,2010-02-10 06:40:00,GAS_STATION,POINT_OF_INTEREST,ESTABLISHMENT,0,0,0,0,0,0,0,0,0,PARK,PARK,STORE
2049,ARCO,"GAS_STATION,POINT_OF_INTEREST,ESTABLISHMENT,",0.229836311340332,2010-02-10 06:20:00,GAS_STATION,POINT_OF_INTEREST,ESTABLISHMENT,0,0,0,0,0,0,0,0,0,PARK,PARK,STORE
2048,ARCO,"GAS_STATION,POINT_OF_INTEREST,ESTABLISHMENT,",0.229836311340332,2010-02-10 06:00:00,GAS_STATION,POINT_OF_INTEREST,ESTABLISHMENT,0,0,0,0,0,0,0,0,0,PARK,PARK,STORE
2047,ARCO,"GAS_STATION,POINT_OF_INTEREST,ESTABLISHMENT,",0.229836311340332,2010-02-10 00:00:00,GAS_STATION,POINT_OF_INTEREST,ESTABLISHMENT,0,0,0,0,0,0,0,0,0,PARK,PARK,STORE
2046,122nd Street Elementary School,"PRIMARY_SCHOOL,SCHOOL,POINT_OF_INTEREST,ESTABLISHMENT,",0.2253357696533203,2010-02-09 23:40:00,PRIMARY_SCHOOL,SCHOOL,POINT_OF_INTEREST,ESTABLISHMENT,0,0,0,0,0,0,0,0,PARK,PARK,STORE
2045,122nd Street Elementary School,"PRIMARY_SCHOOL,SCHOOL,POINT_OF_INTEREST,ESTABLISHMENT,",0.2253357696533203,2010-02-09 23:20:00,PRIMARY_SCHOOL,SCHOOL,POINT_OF_INTEREST,ESTABLISHMENT,0,0,0,0,0,0,0,0,PARK,PARK,STORE
2044,122nd Street Elementary School,"PRIMARY_SCHOOL,SCHOOL,POINT_OF_INTEREST,ESTABLISHMENT,",0.2253357696533203,2010-02-09 23:00:00,PRIMARY_SCHOOL,SCHOOL,POINT_OF_INTEREST,ESTABLISHMENT,0,0,0,0,0,0,0,0,PARK,PARK,STORE
2043,King Jamaika,"POINT_OF_INTEREST,ESTABLISHMENT,",0.3185210418701172,2010-02-09 22:40:00,POINT_OF_INTEREST,ESTABLISHMENT,0,0,0,0,0,0,0,0,0,0,PARK,PARK,STORE
2042,King Jamaika,"POINT_OF_INTEREST,ESTABLISHMENT,",0.3185210418701172,2010-02-09 22:20:00,POINT_OF_INTEREST,ESTABLISHMENT,0,0,0,0,0,0,0,0,0,0,PARK,PARK,STORE
2041,King Jamaika,"POINT_OF_INTEREST,ESTABLISHMENT,",0.3185210418701172,2010-02-09 22:00:00,POINT_OF_INTEREST,ESTABLISHMENT,0,0,0,0,0,0,0,0,0,0,PARK,PARK,STORE
2040,King Jamaika,"POINT_OF_INTEREST,ESTABLISHMENT,",0.3185210418701172,2010-02-09 21:40:00,POINT_OF_INTEREST,ESTABLISHMENT,0,0,0,0,0,0,0,0,0,0,PARK,PARK,STORE
2039,King Jamaika,"POINT_OF_INTEREST,ESTABLISHMENT,",0.3185210418701172,2010-02-09 21:20:00,POINT_OF_INTEREST,ESTABLISHMENT,0,0,0,0,0,0,0,0,0,0,PARK,PARK,STORE
2038,King Jamaika,"POINT_OF_INTEREST,ESTABLISHMENT,",0.3185210418701172,2010-02-09 21:00:00,POINT_OF_INTEREST,ESTABLISHMENT,0,0,0,0,0,0,0,0,0,0,CLOTHING_STORE,CLOTHING_STORE,STORE
2037,ARCO,"GAS_STATION,POINT_OF_INTEREST,ESTABLISHMENT,",0.2510101699829101,2010-02-09 20:40:00,GAS_STATION,POINT_OF_INTEREST,ESTABLISHMENT,0,0,0,0,0,0,0,0,0,CLOTHING_STORE,CLOTHING_STORE,STORE
2036,ARCO,"GAS_STATION,POINT_OF_INTEREST,ESTABLISHMENT,",0.2510101699829101,2010-02-09 20:20:00,GAS_STATION,POINT_OF_INTEREST,ESTABLISHMENT,0,0,0,0,0,0,0,0,0,CLOTHING_STORE,CLOTHING_STORE,STORE
2035,ARCO,"GAS_STATION,POINT_OF_INTEREST,ESTABLISHMENT,",0.2510101699829101,2010-02-09 20:00:00,GAS_STATION,POINT_OF_INTEREST,ESTABLISHMENT,0,0,0,0,0,0,0,0,0,CLOTHING_STORE,CLOTHING_STORE,STORE
2034,ARCO,"GAS_STATION,POINT_OF_INTEREST,ESTABLISHMENT,",0.2510101699829101,2010-02-09 19:40:00,GAS_STATION,POINT_OF_INTEREST,ESTABLISHMENT,0,0,0,0,0,0,0,0,0,PARK,PARK,STORE
2033,ARCO,"GAS_STATION,POINT_OF_INTEREST,ESTABLISHMENT,",0.2510101699829101,2010-02-09 19:20:00,GAS_STATION,POINT_OF_INTEREST,ESTABLISHMENT,0,0,0,0,0,0,0,0,0,PARK,PARK,STORE
2032,ARCO,"GAS_STATION,POINT_OF_INTEREST,ESTABLISHMENT,",0.1337383937835693,2010-02-09 19:00:00,GAS_STATION,POINT_OF_INTEREST,ESTABLISHMENT,0,0,0,0,0,0,0,0,0,PARK,PARK,STORE
2031,ARCO,"GAS_STATION,POINT_OF_INTEREST,ESTABLISHMENT,",0.1716204452514648,2010-02-09 18:40:00,GAS_STATION,POINT_OF_INTEREST,ESTABLISHMENT,0,0,0,0,0,0,0,0,0,PARK,PARK,STORE
2030,Moemoney66,"POINT_OF_INTEREST,ESTABLISHMENT,",0.9223765563964844,2010-02-09 18:20:00,POINT_OF_INTEREST,ESTABLISHMENT,0,0,0,0,0,0,0,0,0,0,PARK,PARKING,STORE
2029,Faith Temple Church of God,"CHURCH,PLACE_OF_WORSHIP,POINT_OF_INTEREST,ESTABLISHMENT,",0.1547261714935303,2010-02-09 18:00:00,CHURCH,PLACE_OF_WORSHIP,POINT_OF_INTEREST,ESTABLISHMENT,0,0,0,0,0,0,0,0,ELECTRICIAN,PARKING,STORE
2028,Felipe A Ortiz. Sole prop. DBA all cities contractor CO.,"POINT_OF_INTEREST,ESTABLISHMENT,",0.2678520202636719,2010-02-09 17:40:00,POINT_OF_INTEREST,ESTABLISHMENT,0,0,0,0,0,0,0,0,0,0,ELECTRICIAN,PARKING,STORE
2027,118th Street Elementary School,"PRIMARY_SCHOOL,SCHOOL,POINT_OF_INTEREST,ESTABLISHMENT,",0.2712807464599609,2010-02-09 17:20:00,PRIMARY_SCHOOL,SCHOOL,POINT_OF_INTEREST,ESTABLISHMENT,0,0,0,0,0,0,0,0,CLOTHING_STORE,PARKING,STORE
2026,San Pedro Discount Market,"CONVENIENCE_STORE,FOOD,POINT_OF_INTEREST,STORE,ESTABLISHMENT,",0.2695220375061035,2010-02-09 17:00:00,CONVENIENCE_STORE,FOOD,POINT_OF_INTEREST,STORE,ESTABLISHMENT,0,0,0,0,0,0,0,CLOTHING_STORE,PARKING,STORE
2025,San Pedro Discount Market,"CONVENIENCE_STORE,FOOD,POINT_OF_INTEREST,STORE,ESTABLISHMENT,",0.2695220375061035,2010-02-09 16:40:00,CONVENIENCE_STORE,FOOD,POINT_OF_INTEREST,STORE,ESTABLISHMENT,0,0,0,0,0,0,0,CLOTHING_STORE,PARKING,STORE
2024,San Pedro Discount Market,"CONVENIENCE_STORE,FOOD,POINT_OF_INTEREST,STORE,ESTABLISHMENT,",0.2695220375061035,2010-02-09 16:20:00,CONVENIENCE_STORE,FOOD,POINT_OF_INTEREST,STORE,ESTABLISHMENT,0,0,0,0,0,0,0,CLOTHING_STORE,PARKING,STORE
2023,San Pedro Discount Market,"CONVENIENCE_STORE,FOOD,POINT_OF_INTEREST,STORE,ESTABLISHMENT,",0.2695220375061035,2010-02-09 16:00:00,CONVENIENCE_STORE,FOOD,POINT_OF_INTEREST,STORE,ESTABLISHMENT,0,0,0,0,0,0,0,CLOTHING_STORE,PARKING,STORE
2022,118th Street Elementary School,"PRIMARY_SCHOOL,SCHOOL,POINT_OF_INTEREST,ESTABLISHMENT,",0.2344164848327637,2010-02-09 15:40:00,PRIMARY_SCHOOL,SCHOOL,POINT_OF_INTEREST,ESTABLISHMENT,0,0,0,0,0,0,0,0,CLOTHING_STORE,PARKING,STORE
2021,118th Street Elementary School,"PRIMARY_SCHOOL,SCHOOL,POINT_OF_INTEREST,ESTABLISHMENT,",0.2344164848327637,2010-02-09 15:20:00,PRIMARY_SCHOOL,SCHOOL,POINT_OF_INTEREST,ESTABLISHMENT,0,0,0,0,0,0,0,0,CLOTHING_STORE,PARKING,STORE
2020,Samuel Gompers Middle School,"SECONDARY_SCHOOL,SCHOOL,POINT_OF_INTEREST,ESTABLISHMENT,",0.8650891876220703,2010-02-09 15:00:00,SECONDARY_SCHOOL,SCHOOL,POINT_OF_INTEREST,ESTABLISHMENT,0,0,0,0,0,0,0,0,HEALTH,PARKING,STORE
2019,Jesse Auto Electric,"CAR_REPAIR,POINT_OF_INTEREST,STORE,ESTABLISHMENT,",0.4873977661132812,2010-02-09 14:40:00,CAR_REPAIR,POINT_OF_INTEREST,STORE,ESTABLISHMENT,0,0,0,0,0,0,0,0,HEALTH,PARKING,STORE
2018,Jesse Auto Electric,"CAR_REPAIR,POINT_OF_INTEREST,STORE,ESTABLISHMENT,",0.4873977661132812,2010-02-09 14:20:00,CAR_REPAIR,POINT_OF_INTEREST,STORE,ESTABLISHMENT,0,0,0,0,0,0,0,0,HEALTH,PARKING,STORE
2017,L.A. Auto Body Shop,"INSURANCE_AGENCY,POINT_OF_INTEREST,ESTABLISHMENT,",0.1198123645782471,2010-02-09 14:00:00,INSURANCE_AGENCY,POINT_OF_INTEREST,ESTABLISHMENT,0,0,0,0,0,0,0,0,0,HEALTH,PARKING,STORE
2016,Sin City Deciples ClubHouse,"SCHOOL,POINT_OF_INTEREST,ESTABLISHMENT,",0.2997391319274902,2010-02-09 13:40:00,SCHOOL,POINT_OF_INTEREST,ESTABLISHMENT,0,0,0,0,0,0,0,0,0,HEALTH,PARKING,STORE
2015,Sin City Deciples ClubHouse,"SCHOOL,POINT_OF_INTEREST,ESTABLISHMENT,",0.2997391319274902,2010-02-09 13:20:00,SCHOOL,POINT_OF_INTEREST,ESTABLISHMENT,0,0,0,0,0,0,0,0,0,CHURCH,PARKING,STORE
2014,Sin City Deciples ClubHouse,"SCHOOL,POINT_OF_INTEREST,ESTABLISHMENT,",0.2997391319274902,2010-02-09 13:00:00,SCHOOL,POINT_OF_INTEREST,ESTABLISHMENT,0,0,0,0,0,0,0,0,0,CAFE,PARKING,STORE
2013,Sin City Deciples ClubHouse,"SCHOOL,POINT_OF_INTEREST,ESTABLISHMENT,",0.2997391319274902,2010-02-09 12:40:00,SCHOOL,POINT_OF_INTEREST,ESTABLISHMENT,0,0,0,0,0,0,0,0,0,CAFE,PARKING,STORE
2012,L.A. Auto Body Shop,"INSURANCE_AGENCY,POINT_OF_INTEREST,ESTABLISHMENT,",0.1440004730224609,2010-02-09 12:20:00,INSURANCE_AGENCY,POINT_OF_INTEREST,ESTABLISHMENT,0,0,0,0,0,0,0,0,0,CAFE,PARKING,STORE
2011,UPS Access Point location,"POINT_OF_INTEREST,ESTABLISHMENT,",0.1557798290252685,2010-02-09 11:20:00,POINT_OF_INTEREST,ESTABLISHMENT,0,0,0,0,0,0,0,0,0,0,BEAUTY_SALON,PARKING,STORE
2010,Mortgage Loans - Los Angeles,"FINANCE,POINT_OF_INTEREST,ESTABLISHMENT,",0.1699384689331055,2010-02-09 11:00:00,FINANCE,POINT_OF_INTEREST,ESTABLISHMENT,0,0,0,0,0,0,0,0,0,PARK,PARKING,STORE
2009,Advance Finishing,"PAINTER,POINT_OF_INTEREST,ESTABLISHMENT,",0.2022706031799316,2010-02-09 10:40:00,PAINTER,POINT_OF_INTEREST,ESTABLISHMENT,0,0,0,0,0,0,0,0,0,PARK,PARKING,STORE
2008,Charity Mission Church,"CHURCH,PLACE_OF_WORSHIP,POINT_OF_INTEREST,ESTABLISHMENT,",0.4930858612060547,2010-02-09 09:20:00,CHURCH,PLACE_OF_WORSHIP,POINT_OF_INTEREST,ESTABLISHMENT,0,0,0,0,0,0,0,0,PARK,PARKING,STORE
2007,Palabra Miel Sur Los Angeles,"CHURCH,PLACE_OF_WORSHIP,POINT_OF_INTEREST,ESTABLISHMENT,",0.1613385009765625,2010-02-09 09:00:00,CHURCH,PLACE_OF_WORSHIP,POINT_OF_INTEREST,ESTABLISHMENT,0,0,0,0,0,0,0,0,PARK,PARKING,STORE
2006,First Call Air Duct Cleaning Service,"POINT_OF_INTEREST,ESTABLISHMENT,",0.157099723815918,2010-02-09 08:40:00,POINT_OF_INTEREST,ESTABLISHMENT,0,0,0,0,0,0,0,0,0,0,PARK,PARKING,STORE
2005,One Hundred Seventh Street Elementary School,"PRIMARY_SCHOOL,SCHOOL,POINT_OF_INTEREST,ESTABLISHMENT,",0.2220107650756836,2010-02-09 08:20:00,PRIMARY_SCHOOL,SCHOOL,POINT_OF_INTEREST,ESTABLISHMENT,0,0,0,0,0,0,0,0,PARK,PARKING,STORE
2004,One Hundred Seventh Street Elementary School,"PRIMARY_SCHOOL,SCHOOL,POINT_OF_INTEREST,ESTABLISHMENT,",0.2220107650756836,2010-02-09 08:00:00,PRIMARY_SCHOOL,SCHOOL,POINT_OF_INTEREST,ESTABLISHMENT,0,0,0,0,0,0,0,0,PARK,PARKING,STORE
2003,One Hundred Seventh Street Elementary School,"PRIMARY_SCHOOL,SCHOOL,POINT_OF_INTEREST,ESTABLISHMENT,",0.2220107650756836,2010-02-09 07:40:00,PRIMARY_SCHOOL,SCHOOL,POINT_OF_INTEREST,ESTABLISHMENT,0,0,0,0,0,0,0,0,PARK,PARKING,STORE
2002,Campos Auto Repair & Tire Shop,"CAR_REPAIR,POINT_OF_INTEREST,ESTABLISHMENT,",0.2424459838867188,2010-02-09 07:20:00,CAR_REPAIR,POINT_OF_INTEREST,ESTABLISHMENT,0,0,0,0,0,0,0,0,0,PARK,PARKING,STORE
2001,Collins Plumbing,"POINT_OF_INTEREST,STORE,ESTABLISHMENT,",0.2681944465637207,2010-02-09 07:00:00,POINT_OF_INTEREST,STORE,ESTABLISHMENT,0,0,0,0,0,0,0,0,0,HEALTH,PARKING,STORE
2000,Collins Plumbing,"POINT_OF_INTEREST,STORE,ESTABLISHMENT,",0.2681944465637207,2010-02-09 06:40:00,POINT_OF_INTEREST,STORE,ESTABLISHMENT,0,0,0,0,0,0,0,0,0,HEALTH,PARKING,STORE
1999,Collins Plumbing,"POINT_OF_INTEREST,STORE,ESTABLISHMENT,",0.2681944465637207,2010-02-09 06:20:00,POINT_OF_INTEREST,STORE,ESTABLISHMENT,0,0,0,0,0,0,0,0,0,HEALTH,PARKING,STORE
1998,Campos Auto Repair & Tire Shop,"CAR_REPAIR,POINT_OF_INTEREST,ESTABLISHMENT,",0.164043140411377,2010-02-09 06:00:00,CAR_REPAIR,POINT_OF_INTEREST,ESTABLISHMENT,0,0,0,0,0,0,0,0,0,FINANCE,PARKING,STORE
1997,Road Shark RV Rentals,"CAR_RENTAL,POINT_OF_INTEREST,ESTABLISHMENT,",0.1928149032592773,2010-02-09 00:00:00,CAR_RENTAL,POINT_OF_INTEREST,ESTABLISHMENT,0,0,0,0,0,0,0,0,0,HEALTH,PARKING,STORE
1996,Tire shop and wheel repair,"CAR_REPAIR,LODGING,POINT_OF_INTEREST,STORE,ESTABLISHMENT,",0.5969578170776367,2010-02-08 23:40:00,CAR_REPAIR,LODGING,POINT_OF_INTEREST,STORE,ESTABLISHMENT,0,0,0,0,0,0,0,HEALTH,PARKING,STORE
1995,Tire shop and wheel repair,"CAR_REPAIR,LODGING,POINT_OF_INTEREST,STORE,ESTABLISHMENT,",0.5969578170776367,2010-02-08 23:20:00,CAR_REPAIR,LODGING,POINT_OF_INTEREST,STORE,ESTABLISHMENT,0,0,0,0,0,0,0,HEALTH,PARKING,STORE
1994,Friendly Friendship Baptist Church,"CHURCH,PLACE_OF_WORSHIP,POINT_OF_INTEREST,ESTABLISHMENT,",0.1006695652008057,2010-02-08 23:00:00,CHURCH,PLACE_OF_WORSHIP,POINT_OF_INTEREST,ESTABLISHMENT,0,0,0,0,0,0,0,0,HEALTH,PARKING,STORE
1993,Tire shop and wheel repair,"CAR_REPAIR,LODGING,POINT_OF_INTEREST,STORE,ESTABLISHMENT,",0.1216916370391846,2010-02-08 22:40:00,CAR_REPAIR,LODGING,POINT_OF_INTEREST,STORE,ESTABLISHMENT,0,0,0,0,0,0,0,HEALTH,PARKING,STORE
1992,Friendly Friendship Baptist Church,"CHURCH,PLACE_OF_WORSHIP,POINT_OF_INTEREST,ESTABLISHMENT,",0.1468798542022705,2010-02-08 22:20:00,CHURCH,PLACE_OF_WORSHIP,POINT_OF_INTEREST,ESTABLISHMENT,0,0,0,0,0,0,0,0,HEALTH,PARKING,STORE
1991,Subway,"MEAL_TAKEAWAY,RESTAURANT,FOOD,POINT_OF_INTEREST,ESTABLISHMENT,",0.07112036228179931,2010-02-08 22:00:00,MEAL_TAKEAWAY,RESTAURANT,FOOD,POINT_OF_INTEREST,ESTABLISHMENT,0,0,0,0,0,0,0,HEALTH,PARKING,STORE
1990,Full Gospel Child Development WeeCare,"POINT_OF_INTEREST,ESTABLISHMENT,",0.2282755470275879,2010-02-08 21:40:00,POINT_OF_INTEREST,ESTABLISHMENT,0,0,0,0,0,0,0,0,0,0,HEALTH,PARKING,STORE
1989,One Hundred Seventh Street Elementary School,"PRIMARY_SCHOOL,SCHOOL,POINT_OF_INTEREST,ESTABLISHMENT,",0.1478762531280517,2010-02-08 21:20:00,PRIMARY_SCHOOL,SCHOOL,POINT_OF_INTEREST,ESTABLISHMENT,0,0,0,0,0,0,0,0,HEALTH,PARKING,STORE
1988,T-Mobile,"ELECTRONICS_STORE,POINT_OF_INTEREST,STORE,ESTABLISHMENT,",0.2103575325012207,2010-02-08 21:00:00,ELECTRONICS_STORE,POINT_OF_INTEREST,STORE,ESTABLISHMENT,0,0,0,0,0,0,0,0,PARKING,PARKING,STORE
1987,T-1 Alternators,"CAR_REPAIR,POINT_OF_INTEREST,STORE,ESTABLISHMENT,",0.1407107543945313,2010-02-08 20:40:00,CAR_REPAIR,POINT_OF_INTEREST,STORE,ESTABLISHMENT,0,0,0,0,0,0,0,0,PARKING,PARKING,STORE
1986,Main Discount,"POINT_OF_INTEREST,STORE,ESTABLISHMENT,",0.2483929634094238,2010-02-08 20:20:00,POINT_OF_INTEREST,STORE,ESTABLISHMENT,0,0,0,0,0,0,0,0,0,PARKING,PARKING,STORE
1985,Main Discount,"POINT_OF_INTEREST,STORE,ESTABLISHMENT,",0.2483929634094238,2010-02-08 20:00:00,POINT_OF_INTEREST,STORE,ESTABLISHMENT,0,0,0,0,0,0,0,0,0,PARKING,PARKING,STORE
1984,Main Discount,"POINT_OF_INTEREST,STORE,ESTABLISHMENT,",0.2483929634094238,2010-02-08 19:40:00,POINT_OF_INTEREST,STORE,ESTABLISHMENT,0,0,0,0,0,0,0,0,0,PARKING,PARKING,STORE
1983,Main Discount,"POINT_OF_INTEREST,STORE,ESTABLISHMENT,",0.2483929634094238,2010-02-08 19:20:00,POINT_OF_INTEREST,STORE,ESTABLISHMENT,0,0,0,0,0,0,0,0,0,PARKING,PARKING,STORE
1982,T-Mobile,"ELECTRONICS_STORE,POINT_OF_INTEREST,STORE,ESTABLISHMENT,",0.6786681365966797,2010-02-08 19:00:00,ELECTRONICS_STORE,POINT_OF_INTEREST,STORE,ESTABLISHMENT,0,0,0,0,0,0,0,0,PARKING,PARKING,STORE
1981,T-Mobile,"ELECTRONICS_STORE,POINT_OF_INTEREST,STORE,ESTABLISHMENT,",0.6527678680419922,2010-02-08 18:40:00,ELECTRONICS_STORE,POINT_OF_INTEREST,STORE,ESTABLISHMENT,0,0,0,0,0,0,0,0,PARKING,PARKING,STORE
1980,Burger King,"RESTAURANT,FOOD,POINT_OF_INTEREST,ESTABLISHMENT,",0.2469510078430176,2010-02-08 18:20:00,RESTAURANT,FOOD,POINT_OF_INTEREST,ESTABLISHMENT,0,0,0,0,0,0,0,0,PARKING,PARKING,STORE
1979,Broadway / 104th,"TRANSIT_STATION,POINT_OF_INTEREST,ESTABLISHMENT,",0.1404326057434082,2010-02-08 18:00:00,TRANSIT_STATION,POINT_OF_INTEREST,ESTABLISHMENT,0,0,0,0,0,0,0,0,0,PARKING,CEMETERY,STORE
1978,108 Motel,"LODGING,POINT_OF_INTEREST,ESTABLISHMENT,",0.2414976501464844,2010-02-08 17:40:00,LODGING,POINT_OF_INTEREST,ESTABLISHMENT,0,0,0,0,0,0,0,0,0,PARKING,CEMETERY,STORE
1977,Granada On Broadway,"NIGHT_CLUB,POINT_OF_INTEREST,ESTABLISHMENT,",0.3645718383789063,2010-02-08 17:20:00,NIGHT_CLUB,POINT_OF_INTEREST,ESTABLISHMENT,0,0,0,0,0,0,0,0,0,PARKING,CEMETERY,STORE
1976,Granada On Broadway,"NIGHT_CLUB,POINT_OF_INTEREST,ESTABLISHMENT,",0.3645718383789063,2010-02-08 17:00:00,NIGHT_CLUB,POINT_OF_INTEREST,ESTABLISHMENT,0,0,0,0,0,0,0,0,0,PARKING,CEMETERY,STORE
1975,Figueroa Street Elementary School,"PRIMARY_SCHOOL,SCHOOL,POINT_OF_INTEREST,ESTABLISHMENT,",0.2713110542297363,2010-02-08 16:40:00,PRIMARY_SCHOOL,SCHOOL,POINT_OF_INTEREST,ESTABLISHMENT,0,0,0,0,0,0,0,0,CAFE,CEMETERY,STORE
